name,gender,organization,date,location,type_of_death,attack,role,region,year
Mohammad Siddik,,Voice of America,"February 17, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Mohammad Tahir,,Enikass Radio and TV,"December 10, 2020",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2020.0
Mohammed Abdul-Hameed,,Salaheddin TV,"December 23, 2013",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2013.0
Mohammed Amir Shinwari,,Radio Television Afghanistan,"May 17, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2017.0
Mohammed Nazir,,BBC,"May 31, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2017.0
Mohammed Nour al-Din al-Deiri,,Palestine Network for Press and Media,"On or around July 30, 2014",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,Middle East,2014.0
Molou Chérif,,Radio Rurale de N'Zérékoré,"September 16, 2014",Guinea,Motive Unconfirmed,Killed,Media Worker,All other countries,2014.0
Monir Aklan,,Yemen Today,"April 20, 2015",Yemen,Motive Unconfirmed,Killed,Media Worker,Middle East,2015.0
Muazaz Ahmed Barood,,Al-Nahrain,"May 8, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Muhammad Ahmad Sarham,,Iraq Media Network,"March 18, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Muratkhan Bazarbayev,,Almaty TV,"January 6, 2022",Kazakhstan,Motive Unconfirmed,Killed,Media Worker,All other countries,2022.0
Nabil Hussein,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2003.0
Nabras Mohammed Hadi,,Iraq Media Network,"February 7, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2007.0
Najeed Rashid,,Iraq Media Network,"March 18, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Nazmi Al-Nadim,,Palestine TV,"October 30, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,Middle East,2023.0
Niko Franjic,,Nacional,"October 23, 2008",Croatia,Motive Unconfirmed,Killed,Media Worker,All other countries,2008.0
Omar Arghandewal,,Radio Television Afghanistan,"May 31, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2017.0
Omar Kamal,,Time,"March 26, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Pal Kola,,Top Channel,"March 27, 2023",Albania,Motive Unconfirmed,Killed,Media Worker,All other countries,2023.0
Qaydar Sulaiman,,Al-Sharqiya,"September 13, 2008",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2008.0
Ramziya Moushee,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2003.0
Rebecca Smith,,Capital Gazette,"June 28, 2018",USA,Motive Unconfirmed,Killed,Media Worker,All other countries,2018.0
Rodolfo Ochoa Moreno,,Grupo Multimedios Laguna,"February 9, 2011",Mexico,Motive Unconfirmed,Killed,Media Worker,All other countries,2011.0
Saeed Chmagh,,Reuters,"July 12, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2007.0
Sami Nasrallahal-Shimari,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Samya Abdel Jabar,,Al-Sabah al-Jedid,"May 29, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Sayed Agha,,Freelancer,"March 15, 2007",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2007.0
Selwan Abdelghani Medhi al-Niem,,Voice of America,"March 5, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Sidiki Sidibé,,Radio Rurale de N'Zérékoré,"September 16, 2014",Guinea,Motive Unconfirmed,Killed,Media Worker,All other countries,2014.0
Suleiman al-Chidiac,,Lebanese Broadcasting Corporation,"July 22, 2006",Lebanon,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Suleiman Mahamed,,Dire Dawa Mass Media Agency,"July 19, 2018",Ethiopia,Motive Unconfirmed,Killed,Media Worker,All other countries,2018.0
Unidentified,,Freelancer,"August 28, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Unidentified,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Unidentified,,Al-Sabah,"August 27, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2006.0
Waqas Aziz Khan,,Express TV,"January 17, 2014",Pakistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2014.0
Yaacoub Al-Barsh,,Namaa Radio,"November 13, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,Middle East,2023.0
Yasser Khatab,,CNN,"January 27, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2004.0
Zainullah,,Radio Television Afghanistan,"May 17, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,All other countries,2017.0
Ziad Tarek al-Dibo,,Al-Watan,"October 14, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,Middle East,2007.0
Angelina Roshchupko,Female,Freelancer,"May 8, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Atikem Rozi,Female,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Berivan Altan,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Ceylan Şahinli,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Chan Pui-man,Female,Apple Daily,"July 21, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Cheng Lei,Female,China Global Television Network,"August 14, 2020",China,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Diren Yurtsever,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Elahe Mohammadi,Female,Hammihan Newspaper,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Elif Üngür,Female,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Elmira Bahmani,Female,Freelancer,"September 26, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Fahimeh Nazari,Female,Freelancer,"November 16, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Farkhondeh Ashori,Female,Freelancer,"October 17, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Farzaneh Yahya-Abadi,Female,Freelancer,"October 19, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Florianne Irangabiye,Female,Radio Igicaniro,"August 30, 2022",Burundi,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Frenchie Mae Cumpio,Female,"Eastern Vista, Aksyon Radyo Tacloban DYVL 819","February 7, 2020",Philippines,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Gulmire Imin,Female,Freelancer,"July 14, 2009",China,,Imprisoned,Journalist or Media Worker,All other countries,2009.0
Hatice Duman,Female,Atılım,"April 9, 2003",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2003.0
Hmu Yadanar Khet Moh Moh Tun,Female,Myanmar Pressphoto Agency,"December 5, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Htet Htet Khine,Female,Freelancer,"August 15, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Huynh Thuc Vy,Female,Freelancer,"August 9, 2018",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Iryna Danylovych,Female,Freelancer,"In occupied Crimea on April 29, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Iryna Leushyna,Female,BelaPAN,"August 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Iryna Slaunikava,Female,Belsat TV,"October 30, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Katsiaryna Andreyeva,Female,Belsat TV,"November 15, 2020",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Ksenia Lutskina,Female,Freelancer,"December 22, 2020",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Lway M Phoung,Female,Shwe Phee Myay News Agency,"September 26, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Ma Htet Htet,Female,Thingangyun Post,"September 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Ma Thuzar,Female,Myanmar Pressphoto Agency,"September 1, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Malihe Darki,Female,Freelancer,"October 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mandana Sadeghi,Female,Freelancer,"October 18, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Maria Ponomarenko,Female,RusNews,"April 23, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Maryam Vahidian,Female,Freelancer,"November 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Maryna Zolatava,Female,Tut.by,"May 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Marzieh Amiri,Female,Way2Pay,"October 31, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Marzieh Talaee,Female,Mukrian News Agency,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mehrnoosh Tafian,Female,Freelancer,"September 25, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Nasrin Hassani,Female,Etefaghyeh,"September 30, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Nastaran Farokheh,Female,Shargh Daily,"November 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Nazila Maroofian,Female,Rouydad24,"November 3, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Neşe Toprak,Female,PEL Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Niloofar Hamedi,Female,Shargh Daily,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Nooshin Jafari,Female,Freelancer,"February 16, 2021",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
Nying Nying Aye (Mabel),Female,Mizzima,"January 15, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Öznur Değer,Female,Freelancer,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Pham Doan Trang,Female,"Luat Khoa, The Vietnamese","October 6, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Rahil Mousavi,Female,Freelancer,"November 9, 2021",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
Saba Abdollahi,Female,Bidad Students Journal,"November 15, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Saba Sherdoust,Female,Freelancer,"October 10, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Saeede Fathi,Female,Freelancer,"October 16, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Safiye Alagaş,Female,JINNEWS,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Sarvenaz Ahmadi,Female,Freelancer,"November 6, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Snezhana Inanets,Female,Onliner,"October 6, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Sophia Huang Xueqin,Female,Freelancer,"September 19, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Tal al-Mallohi,Female,Freelancer,"December 27, 2009",Syria,,Imprisoned,Journalist or Media Worker,Middle East,2009.0
Than Lwin Thu (Ma New),Female,First Weekly News Journal,"December 21, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Tran Thi Tuyet Dieu,Female,Freelancer,"August 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Ulfatkhonim Mamadshoeva,Female,Freelancer,"May 18, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Ümmü Habibe Eren,Female,JINNEWS,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Valeryia Kastsiuhova,Female,Nashe Mneniye,"June 30, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Vida Rabbani,Female,Freelancer,"September 24, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Wang Linlin,Female,Hui Town Site,"April 12, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Yalda Moaiery,Female,Freelancer,"September 19, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Yin Yin Thein,Female,Freelancer,"November 18, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Yuliya Mudreuskaya,Female,ABW.by,"June 16, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Zahra Tohidi,Female,Freelancer,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Zemo Ağgöz Yiğitsoy,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Zhang Zhan,Female,Freelancer,"May 14, 2020",China,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Aasif Sultan,Male,Kashmir Narrator,"August 27, 2018",India,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Abduljalil Alsingace,Male,Freelancer,"March 17, 2011",Bahrain,,Imprisoned,Journalist or Media Worker,Middle East,2011.0
Abdullah Shousha,Male,Amgad TV,"September 22, 2013",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2013.0
Abdulmumin Gadzhiev,Male,Chernovik,"June 14, 2019",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Abdulrahman Farhana,Male,Al-Sabeel,"February 20, 2019",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2019.0
Abduqeyum Ablimit,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Abdurahman Abey,Male,Xinjiang People's Publishing House,July 2018,China,,Imprisoned,Journalist or Media Worker,All other countries,
Abdurrahman Öncü,Male,PEL Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Abdusattor Pirmuhammadzoda,Male,Abdusattor Pirmuhammadzoda YouTube channel,"July 9, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Abid Gafarov,Male,KIM TV,"July 13, 2022",Azerbaijan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Ablajan Siyit,Male,Kashgar Publishing House,"October 15, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Abliz Omer,Male,Kashgar Publishing House,2017,China,,Imprisoned,Journalist or Media Worker,All other countries,
Adel Benaimah,Male,Freelancer,"September 12, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2017.0
Adel Karimi,Male,Freelancer,"October 11, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Afshin Gholami,Male,Tafakor Enteghadi,"October 12, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Ahmed al-Suwian,Male,Al-Bayan,"September 20, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2017.0
Ahmed Allaam,Male,Freelancer,"April 21, 2020",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Ahmed Fayez,Male,Akhbar El-Barlman,"November 10, 2022",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Aimable Karasira Uzaramba,Male,Ukuri Mbona,"May 31, 2021",Rwanda,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Akram Raslan,Male,Al-Fedaa,"October 2, 2012",Syria,,Imprisoned,Journalist or Media Worker,Middle East,2012.0
Alaa Abdelfattah,Male,Freelancer,"October 27, 2014",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2014.0
Alaaddin Akkaşoğlu,Male,"Kütahya Akis, Karşı",August 2018,Turkey,,Imprisoned,Journalist or Media Worker,Middle East,
Aleksandr Dorogov,Male,"Rosderzhava, Prikluchenie Dorogova i Ego Druzei","July 29, 2020",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Aleksandr Valov,Male,BlogSochi,"January 19, 2018",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Ali al-Omari,Male,4Shabab,"September 9 or 10, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2017.0
Ali Khatibzadeh,Male,Mukrian News Agency,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Ali Mearaj,Male,Freelancer,"June 5, 2016",Bahrain,,Imprisoned,Journalist or Media Worker,Middle East,2016.0
Ali Ünal,Male,Zaman,"August 14, 2016",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2016.0
Aliaksandr Ivulin,Male,Tribuna,"June 3, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Aliaksandr Lychauka,Male,The Village,"October 6, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Aliaksandr Lyubyanchuk,Male,Belsat TV,"May 26, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Alireza Jabbari-Darestani,Male,Mehr News Agency,"September 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Alireza Khoshbakht,Male,Freelancer,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Amadou Vamoulké,Male,Cameroon Radio and Television (CRTV),"July 29, 2016",Cameroon,,Imprisoned,Journalist or Media Worker,All other countries,2016.0
Amanuel Asrat,Male,Zemen,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Amer Abu Arafa,Male,Quds Press,"July 19, 2022",Israel and the Occupied Palestinian Territory,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Amir-Abbas Azarmvand,Male,SMT,"March 8, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Amr Ayaad (Amr Shnin),Male,Arab Ofok,"October 9, 2022",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Andrei Aliaksandrau,Male,"Belaruski Zhurnal, BelaPAN","January 12, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Andrey Kuznechyk,Male,Freelancer,"November 25, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Andrzej Poczobut,Male,"Belsat TV, TVP Polonia","March 25, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Arash Shoa-Shargh,Male,Amad News,"January 5, 2018",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Aria Jaffari,Male,Iranian Students' News Agency (ISNA),"September 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Artyom Prokhorov,Male,Orlets,"August 2, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Aung Lwin (Kan Pauk Thar),Male,Dawei Watch,"April 8, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Aung San Lin,Male,Democratic Voice of Burma,"December 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Aung Zaw Zaw,Male,Mandalay Free Press,"January 16, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Austin Tice,Male,Freelancer,"On or about August 14, 2012",Syria,,Imprisoned,Journalist or Media Worker,Middle East,2012.0
Avazmad Ghurbatov (Abdullo Ghurbati),Male,Freelancer,"June 15, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Aziz Oruç,Male,Mezopotamya News Agency,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Badr Mohamed Badr,Male,Al-Jazeera Mubasher,"March 29, 2017",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2017.0
Bahaa Eldin Ibrahim Neamatalla,Male,Al-Jazeera Mubasher,"February 22, 2020",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Chen Jieren,Male,Jieren Guancha,"July 4, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Chen Shuqing,Male,Freelancer,"September 11, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Cheung Kim-hung,Male,Next Digital Limited,"June 16, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Chung Pui-kuen,Male,Stand News,"December 29, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Daler Bobiev (Daler Imomali),Male,Daler Imomali,"June 15, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Dawit Habtemichael,Male,Meqaleh,"September 24, 2001",Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,2001.0
Dawit Isaak,Male,Setit,"September 23, 2001",Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,2001.0
De Myat Nyein (Myint Myat Aung),Male,Zayar Times,"June 26, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Deniz Nazlım,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Dieudonné Niyonsenga,Male,Ishema TV,"November 11, 2021",Rwanda,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Dmytro Khilyuk,Male,UNIAN,Early March 2022,Russia,,Imprisoned,Journalist or Media Worker,All other countries,
Doan Kien Giang,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Dzianis Ivashyn,Male,Freelancer,"March 12, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Dzmitry Luksha,Male,Freelancer,"March 11, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Dzmitry Navazhylau,Male,BelaPAN,"August 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Ehsan Pirbornash,Male,Iran Varzeshii,"October 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Emrullah Acar,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Ercan Gün,Male,FOX TV Turkey,"July 29, 2016",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2016.0
Erdal Süsem,Male,Eylül Sanat Edebiyat Dergisi,February 2010,Turkey,,Imprisoned,Journalist or Media Worker,Middle East,
Erkan Akkuş,Male,Bugün TV,"August 21, 2020",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Erkin Tursun,Male,Ili Television Station,March 2018,China,,Imprisoned,Journalist or Media Worker,All other countries,
Essam al-Zamil,Male,Freelancer,"September 1, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2017.0
Fahad Shah,Male,The Kashmir Walla,"February 4, 2022",India,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Faizullah Faizbakhsh,Male,Freelancer,"August 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Fardin Kamangar,Male,Goran Magazine,"October 7, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Fares Maamou,Male,Freelancer,"October 1, 2012",Syria,,Imprisoned,Journalist or Media Worker,Middle East,2012.0
Farshid Ghorbanpour,Male,HaftSobh (7sobh),"September 25, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Faruk Akkan,Male,Cihan News Agency,"July 27, 2016",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2016.0
Fevzi Yazıcı,Male,Zaman,Late July-early August 2016,Turkey,,Imprisoned,Journalist or Media Worker,Middle East,
Fung Wai-kong,Male,"Apple Daily, Next Digital Limited","July 21, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Gautam Navlakha,Male,Freelancer,"April 14, 2020",India,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Ghebrehiwet Keleta,Male,Tsigenay,July 2000,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Gheyrat Niyaz (Hailaite Niyazi),Male,Uighurbiz,"October 1, 2009",China,,Imprisoned,Journalist or Media Worker,All other countries,2009.0
Guhdar Zebari,Male,Wllat Media,In Iraqi Kurdistan on 10/22/2020,Iraq,,Imprisoned,Journalist or Media Worker,Middle East,
Gültekin Avcı,Male,Bugün,"September 14, 2019",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2019.0
Hakan Yalçın,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Hamdi Mokhtar (Hamdi al-Zaeem),Male,Freelancer,"January 4, 2021",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
Hamed Shafiei,Male,Shargh Daily,"September 24, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Hamid Mohamed Said,Male,Eri TV,"February 15, 2002",Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,2002.0
Hanthar Nyein,Male,Kamayut Media,"March 9, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Hassan Qambar,Male,Freelancer,"June 12, 2018",Bahrain,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Henadz Mazheyka,Male,Komsomolskaya Pravda,"October 1, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Hisham Abdelaziz,Male,Al-Jazeera Mubasher,"June 20, 2019",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2019.0
Hossein Ismaeili,Male,Freelancer,"October 11, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Htun Than Aung,Male,Mekong News,"March 2, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Hu Yazhu,Male,Nanfang Daily,"June 21, 2013",China,,Imprisoned,Journalist or Media Worker,All other countries,2013.0
Huang Qi,Male,64 Tianwang,"November 28, 2016",China,,Imprisoned,Journalist or Media Worker,All other countries,2016.0
Ibrahim Ahmed Awad,Male,Freelancer,"November 15, 2021",Jordan,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
İbrahim Koyuncu,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Idris Said (Abba Arre),Male,"Tsigenay, Eritrea al-Haditha",October 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Igor Kuznetsov,Male,RusNews,"September 16, 2021",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Ilham Tohti,Male,Uighurbiz,"January 15, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Ilham Weli,Male,Xinjiang Daily,July 2018,China,,Imprisoned,Journalist or Media Worker,All other countries,
Iman Behpasand,Male,Freelancer,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
