name,gender,organization,date,location,type_of_death,attack,role,region,year
Ahmed Sharif Hussein,,Radio Mogadishu,"August 20, 2013",Somalia,Motive Unconfirmed,Killed,Media Worker,,2013
Alaa Aasi,,Al-Forat,"January 29, 2008",Iraq,Motive Unconfirmed,Killed,Media Worker,,2008
Alahin Hussein,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Ali Abu Afash,,Freelancer,"August 13, 2014",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2014
Ali Adnan,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Ali Aish Mohammad Youssef,,Al-Maraweah Radio Broadcasting Center,"September 16, 2018",Yemen,Motive Unconfirmed,Killed,Media Worker,,2018
Ali Ghani,,Al-Ahad TV,"August 20, 2016",Iraq,Motive Unconfirmed,Killed,Media Worker,,2016
Ali Hlayel,,Atyaf (Iraqi Media Network),"October 13, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Ali Jabber,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Ali Watan Rozouk al-Hassani,,Al-Samawah,"July 6, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Allan Enwiyah,,Freelancer,"January 7, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Amira Hatem,,Al-Arabiya,"July 26, 2010",Iraq,Motive Unconfirmed,Killed,Media Worker,,2010
Amro Salah Abu Hayah,,Al Aqsa TV,"November 18, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Andrei Mironov,,Memorial,"May 24, 2014",Ukraine,Motive Unconfirmed,Killed,Media Worker,,2014
Anis Qassem,,Atyaf (Iraqi Media Network),"October 29, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Anton Voloshin,,VGTRK,"June 24, 2014",Ukraine,Motive Unconfirmed,Killed,Media Worker,,2014
Anwar Turki,,Al-Iraqiya,"March 11, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Arshad Ali Jafri,,Geo TV,"September 8, 2015",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2015
Ashraf Arain,,Express TV,"January 17, 2014",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2014
Aysar Mahmoud Hamid Zankana,,Al-Arabiya,"July 26, 2010",Iraq,Motive Unconfirmed,Killed,Media Worker,,2010
Azhar Abdullah al-Maliki,,Iraq Media Network,"February 7, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Aziz Navin,,MOBY/TOLO TV,"May 31, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Bakhtiyar Haddad,,France 2,"June 19, 2017",Iraq,Motive Unconfirmed,Killed,Media Worker,,2017
Benjie Adolfo,,Gold Star Daily,"November 23, 2009",Philippines,Motive Unconfirmed,Killed,Media Worker,,2009
Daniel Tiamson,,UNTV,"November 23, 2009",Philippines,Motive Unconfirmed,Killed,Media Worker,,2009
Efraín Segarra Abril,,El Comercio,"April 10-12, 2018",Colombia,Motive Unconfirmed,Killed,Media Worker,,2018
Farah Hassan Sahal,,Radio Simba,"August 4, 2011",Somalia,Motive Unconfirmed,Killed,Media Worker,,2011
Flor Vásquez López,,El Imparcial del Istmo,"October 8, 2007",Mexico,Motive Unconfirmed,Killed,Media Worker,,2007
Fuad al-Shamri,,Al-Saeeda TV,"October 22, 2011",Yemen,Motive Unconfirmed,Killed,Media Worker,,2011
G. Gopinath,,Dinakaran,"May 7, 2007",India,Motive Unconfirmed,Killed,Media Worker,,2007
Ghani,,Radio Television Afghanistan,"May 17, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Hamid Shihab,,Media 24,"July 9, 2014",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2014
Hassan [full name unavailable],,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Hassan Alwan,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Hassan Farajallah,,Al Quds TV,"December 3, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Hazzam Mohamed Zeid,,Yemen Today,"April 20, 2015",Yemen,Motive Unconfirmed,Killed,Media Worker,,2015
Hussein Nizar,,Baghdad TV,"April 6, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Hussein Othman,,ITV News,"March 22, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Hussein Saleh,,Al-Iraqiya TV,"April 19, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Ibrahim Mohayadin Ahmed,,Universal TV,"December 22, 2018",Somalia,Motive Unconfirmed,Killed,Media Worker,,2018
Imad Abdul-Razzaq al-Obaid,,Al-Raad,"May 7, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Imad Al-Wahidi,,Palestine TV,"October 31, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Isma'il Muhammad Khalal,,Al-Sabah,"May 7, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Ismail Taher Mohsin,,The Associated Press,"September 2, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Jamaie Abdullah Musib,,Al-Maraweah Radio Broadcasting Center,"September 16, 2018",Yemen,Motive Unconfirmed,Killed,Media Worker,,2018
Jassem Hamad Ibrahim,,Al-Iraqiya,"October 4, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Jassem Mohammad Nofan,,Al-Watan,"October 14, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
José Darío Arenas,,Extra Quindío,"September 28, 2013",Colombia,Motive Unconfirmed,Killed,Media Worker,,2013
K. Muthuranalingam,,Dinakaran,"May 7, 2007",India,Motive Unconfirmed,Killed,Media Worker,,2007
Kadri Bağdu,,Azadiya Welat,"October 14, 2014",Turkey,Motive Unconfirmed,Killed,Media Worker,,2014
Kamaran Abdurazaq Muhamed,,BBC,"April 6, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Laiq Ibrahim Nowruz al-Kakaie,,Kurdistan TV,"March 10, 2005",Iraq,Motive Unconfirmed,Killed,Media Worker,,2005
M. Vinod Kumar,,Dinakaran,"May 7, 2007",India,Motive Unconfirmed,Killed,Media Worker,,2007
Maher,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Maher,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Mahmood Daoud,,Al-Sabah al-Jedid,"May 29, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Mahmoud Shabaan al-Haj Hadhir,,Al-Aan FM,October 2015 - June 2016,Syria,Motive Unconfirmed,Killed,Media Worker,,
Majed Kashko,,Palestine TV,"October 31, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Marcel Legré,,La Refondation,"February 28, 2011",Ivory Coast,Motive Unconfirmed,Killed,Media Worker,,2011
Mateo Cortés Martínez,,El Imparcial del Istmo,"October 8, 2007",Mexico,Motive Unconfirmed,Killed,Media Worker,,2007
Mian Iqbal Shah,,Peshawar Press Club,"December 22, 2009",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2009
Mohamed Abd al-Kareem Hadi al-Bayati,,Al-Arabiya,"July 26, 2010",Iraq,Motive Unconfirmed,Killed,Media Worker,,2010
Mohamed Al Jaja,,Palestine TV,"November 5, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Mohamed Dubad Gajow,,Universal TV,"December 22, 2018",Somalia,Motive Unconfirmed,Killed,Media Worker,,2018
Mohamed Najmedin,,Freelancer,"May 27, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Mohamed Shaglouf,,Freelancer,"March 15, 2011",Libya,Motive Unconfirmed,Killed,Media Worker,,2011
Mohammad Akhtar,,Agence France-Presse,"July 22, 2018",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2018
Mohammad Amir,,ARY Television,"September 21, 2012",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2012
Mohammad Daud Anwari,,Radio Television Afghanistan,"August 10, 2018",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2018
Mohammad Khalid,,Express TV,"January 17, 2014",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2014
Mohammad Matar Abdo,,Palestine,"May 14, 2007",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2007
Mohammad Sarwar,,Aaj TV,"September 3, 2010",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2010
Mohammad Siddik,,Voice of America,"February 17, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Mohammad Tahir,,Enikass Radio and TV,"December 10, 2020",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2020
Mohammed Abdul-Hameed,,Salaheddin TV,"December 23, 2013",Iraq,Motive Unconfirmed,Killed,Media Worker,,2013
Mohammed Amir Shinwari,,Radio Television Afghanistan,"May 17, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Mohammed Nazir,,BBC,"May 31, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Mohammed Nour al-Din al-Deiri,,Palestine Network for Press and Media,"On or around July 30, 2014",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2014
Molou Chérif,,Radio Rurale de N'Zérékoré,"September 16, 2014",Guinea,Motive Unconfirmed,Killed,Media Worker,,2014
Monir Aklan,,Yemen Today,"April 20, 2015",Yemen,Motive Unconfirmed,Killed,Media Worker,,2015
Muazaz Ahmed Barood,,Al-Nahrain,"May 8, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Muhammad Ahmad Sarham,,Iraq Media Network,"March 18, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Muratkhan Bazarbayev,,Almaty TV,"January 6, 2022",Kazakhstan,Motive Unconfirmed,Killed,Media Worker,,2022
Nabil Hussein,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Nabras Mohammed Hadi,,Iraq Media Network,"February 7, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Najeed Rashid,,Iraq Media Network,"March 18, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Nazmi Al-Nadim,,Palestine TV,"October 30, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Niko Franjic,,Nacional,"October 23, 2008",Croatia,Motive Unconfirmed,Killed,Media Worker,,2008
Omar Arghandewal,,Radio Television Afghanistan,"May 31, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Omar Kamal,,Time,"March 26, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Pal Kola,,Top Channel,"March 27, 2023",Albania,Motive Unconfirmed,Killed,Media Worker,,2023
Qaydar Sulaiman,,Al-Sharqiya,"September 13, 2008",Iraq,Motive Unconfirmed,Killed,Media Worker,,2008
Ramziya Moushee,,Al-Arabiya,"October 30, 2003",Iraq,Motive Unconfirmed,Killed,Media Worker,,2003
Rebecca Smith,,Capital Gazette,"June 28, 2018",USA,Motive Unconfirmed,Killed,Media Worker,,2018
Rodolfo Ochoa Moreno,,Grupo Multimedios Laguna,"February 9, 2011",Mexico,Motive Unconfirmed,Killed,Media Worker,,2011
Saeed Chmagh,,Reuters,"July 12, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Sami Nasrallahal-Shimari,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Samya Abdel Jabar,,Al-Sabah al-Jedid,"May 29, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Sayed Agha,,Freelancer,"March 15, 2007",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2007
Selwan Abdelghani Medhi al-Niem,,Voice of America,"March 5, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Sidiki Sidibé,,Radio Rurale de N'Zérékoré,"September 16, 2014",Guinea,Motive Unconfirmed,Killed,Media Worker,,2014
Suleiman al-Chidiac,,Lebanese Broadcasting Corporation,"July 22, 2006",Lebanon,Motive Unconfirmed,Killed,Media Worker,,2006
Suleiman Mahamed,,Dire Dawa Mass Media Agency,"July 19, 2018",Ethiopia,Motive Unconfirmed,Killed,Media Worker,,2018
Unidentified,,Freelancer,"August 28, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Unidentified,,Al-Shaabiya,"October 12, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Unidentified,,Al-Sabah,"August 27, 2006",Iraq,Motive Unconfirmed,Killed,Media Worker,,2006
Waqas Aziz Khan,,Express TV,"January 17, 2014",Pakistan,Motive Unconfirmed,Killed,Media Worker,,2014
Yaacoub Al-Barsh,,Namaa Radio,"November 13, 2023",Israel and the Occupied Palestinian Territory,Motive Unconfirmed,Killed,Media Worker,,2023
Yasser Khatab,,CNN,"January 27, 2004",Iraq,Motive Unconfirmed,Killed,Media Worker,,2004
Zainullah,,Radio Television Afghanistan,"May 17, 2017",Afghanistan,Motive Unconfirmed,Killed,Media Worker,,2017
Ziad Tarek al-Dibo,,Al-Watan,"October 14, 2007",Iraq,Motive Unconfirmed,Killed,Media Worker,,2007
Angelina Roshchupko,Female,Freelancer,"May 8, 2022",Russia,,Imprisoned,Journalist or Media Worker,,2022
Atikem Rozi,Female,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Berivan Altan,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Ceylan Şahinli,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Chan Pui-man,Female,Apple Daily,"July 21, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Cheng Lei,Female,China Global Television Network,"August 14, 2020",China,,Imprisoned,Journalist or Media Worker,,2020
Diren Yurtsever,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Elahe Mohammadi,Female,Hammihan Newspaper,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Elif Üngür,Female,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Elmira Bahmani,Female,Freelancer,"September 26, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Fahimeh Nazari,Female,Freelancer,"November 16, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Farkhondeh Ashori,Female,Freelancer,"October 17, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Farzaneh Yahya-Abadi,Female,Freelancer,"October 19, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Florianne Irangabiye,Female,Radio Igicaniro,"August 30, 2022",Burundi,,Imprisoned,Journalist or Media Worker,,2022
Frenchie Mae Cumpio,Female,"Eastern Vista, Aksyon Radyo Tacloban DYVL 819","February 7, 2020",Philippines,,Imprisoned,Journalist or Media Worker,,2020
Gulmire Imin,Female,Freelancer,"July 14, 2009",China,,Imprisoned,Journalist or Media Worker,,2009
Hatice Duman,Female,Atılım,"April 9, 2003",Turkey,,Imprisoned,Journalist or Media Worker,,2003
Hmu Yadanar Khet Moh Moh Tun,Female,Myanmar Pressphoto Agency,"December 5, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Htet Htet Khine,Female,Freelancer,"August 15, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Huynh Thuc Vy,Female,Freelancer,"August 9, 2018",Vietnam,,Imprisoned,Journalist or Media Worker,,2018
Iryna Danylovych,Female,Freelancer,"In occupied Crimea on April 29, 2022",Russia,,Imprisoned,Journalist or Media Worker,,2022
Iryna Leushyna,Female,BelaPAN,"August 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Iryna Slaunikava,Female,Belsat TV,"October 30, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Katsiaryna Andreyeva,Female,Belsat TV,"November 15, 2020",Belarus,,Imprisoned,Journalist or Media Worker,,2020
Ksenia Lutskina,Female,Freelancer,"December 22, 2020",Belarus,,Imprisoned,Journalist or Media Worker,,2020
Lway M Phoung,Female,Shwe Phee Myay News Agency,"September 26, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Ma Htet Htet,Female,Thingangyun Post,"September 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Ma Thuzar,Female,Myanmar Pressphoto Agency,"September 1, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Malihe Darki,Female,Freelancer,"October 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mandana Sadeghi,Female,Freelancer,"October 18, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Maria Ponomarenko,Female,RusNews,"April 23, 2022",Russia,,Imprisoned,Journalist or Media Worker,,2022
Maryam Vahidian,Female,Freelancer,"November 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Maryna Zolatava,Female,Tut.by,"May 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Marzieh Amiri,Female,Way2Pay,"October 31, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Marzieh Talaee,Female,Mukrian News Agency,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mehrnoosh Tafian,Female,Freelancer,"September 25, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Nasrin Hassani,Female,Etefaghyeh,"September 30, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Nastaran Farokheh,Female,Shargh Daily,"November 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Nazila Maroofian,Female,Rouydad24,"November 3, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Neşe Toprak,Female,PEL Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Niloofar Hamedi,Female,Shargh Daily,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Nooshin Jafari,Female,Freelancer,"February 16, 2021",Iran,,Imprisoned,Journalist or Media Worker,,2021
Nying Nying Aye (Mabel),Female,Mizzima,"January 15, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Öznur Değer,Female,Freelancer,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Pham Doan Trang,Female,"Luat Khoa, The Vietnamese","October 6, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,,2020
Rahil Mousavi,Female,Freelancer,"November 9, 2021",Iran,,Imprisoned,Journalist or Media Worker,,2021
Saba Abdollahi,Female,Bidad Students Journal,"November 15, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Saba Sherdoust,Female,Freelancer,"October 10, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Saeede Fathi,Female,Freelancer,"October 16, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Safiye Alagaş,Female,JINNEWS,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Sarvenaz Ahmadi,Female,Freelancer,"November 6, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Snezhana Inanets,Female,Onliner,"October 6, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Sophia Huang Xueqin,Female,Freelancer,"September 19, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Tal al-Mallohi,Female,Freelancer,"December 27, 2009",Syria,,Imprisoned,Journalist or Media Worker,,2009
Than Lwin Thu (Ma New),Female,First Weekly News Journal,"December 21, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Tran Thi Tuyet Dieu,Female,Freelancer,"August 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,,2020
Ulfatkhonim Mamadshoeva,Female,Freelancer,"May 18, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,,2022
Ümmü Habibe Eren,Female,JINNEWS,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Valeryia Kastsiuhova,Female,Nashe Mneniye,"June 30, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Vida Rabbani,Female,Freelancer,"September 24, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Wang Linlin,Female,Hui Town Site,"April 12, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Yalda Moaiery,Female,Freelancer,"September 19, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Yin Yin Thein,Female,Freelancer,"November 18, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Yuliya Mudreuskaya,Female,ABW.by,"June 16, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Zahra Tohidi,Female,Freelancer,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Zemo Ağgöz Yiğitsoy,Female,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Zhang Zhan,Female,Freelancer,"May 14, 2020",China,,Imprisoned,Journalist or Media Worker,,2020
Aasif Sultan,Male,Kashmir Narrator,"August 27, 2018",India,,Imprisoned,Journalist or Media Worker,,2018
Abduljalil Alsingace,Male,Freelancer,"March 17, 2011",Bahrain,,Imprisoned,Journalist or Media Worker,,2011
Abdullah Shousha,Male,Amgad TV,"September 22, 2013",Egypt,,Imprisoned,Journalist or Media Worker,,2013
Abdulmumin Gadzhiev,Male,Chernovik,"June 14, 2019",Russia,,Imprisoned,Journalist or Media Worker,,2019
Abdulrahman Farhana,Male,Al-Sabeel,"February 20, 2019",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2019
Abduqeyum Ablimit,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Abdurahman Abey,Male,Xinjiang People's Publishing House,July 2018,China,,Imprisoned,Journalist or Media Worker,,
Abdurrahman Öncü,Male,PEL Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Abdusattor Pirmuhammadzoda,Male,Abdusattor Pirmuhammadzoda YouTube channel,"July 9, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,,2022
Abid Gafarov,Male,KIM TV,"July 13, 2022",Azerbaijan,,Imprisoned,Journalist or Media Worker,,2022
Ablajan Siyit,Male,Kashgar Publishing House,"October 15, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Abliz Omer,Male,Kashgar Publishing House,2017,China,,Imprisoned,Journalist or Media Worker,,
Adel Benaimah,Male,Freelancer,"September 12, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2017
Adel Karimi,Male,Freelancer,"October 11, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Afshin Gholami,Male,Tafakor Enteghadi,"October 12, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Ahmed al-Suwian,Male,Al-Bayan,"September 20, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2017
Ahmed Allaam,Male,Freelancer,"April 21, 2020",Egypt,,Imprisoned,Journalist or Media Worker,,2020
Ahmed Fayez,Male,Akhbar El-Barlman,"November 10, 2022",Egypt,,Imprisoned,Journalist or Media Worker,,2022
Aimable Karasira Uzaramba,Male,Ukuri Mbona,"May 31, 2021",Rwanda,,Imprisoned,Journalist or Media Worker,,2021
Akram Raslan,Male,Al-Fedaa,"October 2, 2012",Syria,,Imprisoned,Journalist or Media Worker,,2012
Alaa Abdelfattah,Male,Freelancer,"October 27, 2014",Egypt,,Imprisoned,Journalist or Media Worker,,2014
Alaaddin Akkaşoğlu,Male,"Kütahya Akis, Karşı",August 2018,Turkey,,Imprisoned,Journalist or Media Worker,,
Aleksandr Dorogov,Male,"Rosderzhava, Prikluchenie Dorogova i Ego Druzei","July 29, 2020",Russia,,Imprisoned,Journalist or Media Worker,,2020
Aleksandr Valov,Male,BlogSochi,"January 19, 2018",Russia,,Imprisoned,Journalist or Media Worker,,2018
Ali al-Omari,Male,4Shabab,"September 9 or 10, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2017
Ali Khatibzadeh,Male,Mukrian News Agency,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Ali Mearaj,Male,Freelancer,"June 5, 2016",Bahrain,,Imprisoned,Journalist or Media Worker,,2016
Ali Ünal,Male,Zaman,"August 14, 2016",Turkey,,Imprisoned,Journalist or Media Worker,,2016
Aliaksandr Ivulin,Male,Tribuna,"June 3, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Aliaksandr Lychauka,Male,The Village,"October 6, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Aliaksandr Lyubyanchuk,Male,Belsat TV,"May 26, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Alireza Jabbari-Darestani,Male,Mehr News Agency,"September 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Alireza Khoshbakht,Male,Freelancer,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Amadou Vamoulké,Male,Cameroon Radio and Television (CRTV),"July 29, 2016",Cameroon,,Imprisoned,Journalist or Media Worker,,2016
Amanuel Asrat,Male,Zemen,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Amer Abu Arafa,Male,Quds Press,"July 19, 2022",Israel and the Occupied Palestinian Territory,,Imprisoned,Journalist or Media Worker,,2022
Amir-Abbas Azarmvand,Male,SMT,"March 8, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Amr Ayaad (Amr Shnin),Male,Arab Ofok,"October 9, 2022",Egypt,,Imprisoned,Journalist or Media Worker,,2022
Andrei Aliaksandrau,Male,"Belaruski Zhurnal, BelaPAN","January 12, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Andrey Kuznechyk,Male,Freelancer,"November 25, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Andrzej Poczobut,Male,"Belsat TV, TVP Polonia","March 25, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Arash Shoa-Shargh,Male,Amad News,"January 5, 2018",Iran,,Imprisoned,Journalist or Media Worker,,2018
Aria Jaffari,Male,Iranian Students' News Agency (ISNA),"September 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Artyom Prokhorov,Male,Orlets,"August 2, 2022",Russia,,Imprisoned,Journalist or Media Worker,,2022
Aung Lwin (Kan Pauk Thar),Male,Dawei Watch,"April 8, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Aung San Lin,Male,Democratic Voice of Burma,"December 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Aung Zaw Zaw,Male,Mandalay Free Press,"January 16, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Austin Tice,Male,Freelancer,"On or about August 14, 2012",Syria,,Imprisoned,Journalist or Media Worker,,2012
Avazmad Ghurbatov (Abdullo Ghurbati),Male,Freelancer,"June 15, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,,2022
Aziz Oruç,Male,Mezopotamya News Agency,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Badr Mohamed Badr,Male,Al-Jazeera Mubasher,"March 29, 2017",Egypt,,Imprisoned,Journalist or Media Worker,,2017
